MatchID,InningsNo,TeamID,PlayerID,PlayerName,PlayerShortName,PlayerImageName,PlayerImage,Overs,Maidens,Runs,Wickets,Wides,NoBalls,Economy,BowlingOrder,TotalLegalBallsBowled,ScoringBalls,DotBalls,DBPercent,DBFrequency,Ones,Twos,Threes,Fours,Sixes,BdryPercent,BdryFreq,StrikeRate,FourPercent,SixPercent
1410,2,77,2018-100mb00000000017-5e389774e99c11,Krunal Pandya,Krunal Pandya,https://scores.iplt20.com/ipl/playerimages/4BJlUSLBag171126198517.png,https://scores.iplt20.com/ipl/playerimages/4BJlUSLBag171126198517.png,1.0,0,14,0,0,0,14.0,3,6,5,1,16.67,6.00,2,0,0,3,0,85.71,2.00,0,85.71,0.00
1410,2,77,2022-100mb00000001550-b8b1d54854ee11,Yash Thakur,Yash Thakur,https://scores.iplt20.com/ipl/playerimages/K9kzaasN0P17112619751550.png,https://scores.iplt20.com/ipl/playerimages/K9kzaasN0P17112619751550.png,2.0,0,25,0,1,0,12.5,4,12,10,3,25.00,4.00,4,0,0,5,0,80.00,2.40,0,80.00,0.00
1410,2,77,2022-100mb00000000988-ad5c752aa44a11,Arshad Khan (IP),Arshad Khan,https://scores.iplt20.com/ipl/playerimages/egXLcQHDZs1711262344988.png,https://scores.iplt20.com/ipl/playerimages/egXLcQHDZs1711262344988.png,2.0,0,24,0,1,0,12.0,5,12,8,5,41.67,2.40,2,0,0,5,0,83.33,2.40,0,83.33,0.00
1410,2,77,2020-100mb00000000520-c2b1e0df638711,Ravi Bishnoi,Ravi Bishnoi,https://scores.iplt20.com/ipl/playerimages/n4TyIjAG5P1711262182520.png,https://scores.iplt20.com/ipl/playerimages/n4TyIjAG5P1711262182520.png,2.4,0,17,0,2,0,6.38,6,16,11,7,43.75,2.29,7,0,0,2,0,47.06,8.00,0,47.06,0.00
1411,1,17,2019-100mb00000000217-29d6c58644bf11,Mohammad Nabi,Mohammad Nabi,https://scores.iplt20.com/ipl/playerimages/UfEtDAomXm1711208571217.png,https://scores.iplt20.com/ipl/playerimages/UfEtDAomXm1711208571217.png,3.0,0,19,0,0,0,6.33,1,18,11,7,38.89,2.57,9,0,0,1,1,52.63,9.00,0,21.05,31.58
1411,1,17,2023-100mb00000002535-239c770f61da11,Gerald Coetzee,Gerald Coetzee,https://scores.iplt20.com/ipl/playerimages/hBzYnHZ4TB17112085892535.png,https://scores.iplt20.com/ipl/playerimages/hBzYnHZ4TB17112085892535.png,4.0,0,35,1,1,0,8.75,2,24,12,13,54.17,1.85,4,1,0,4,2,80.00,4.00,24.00,45.71,34.29
1411,1,17,2018-100mb00000000009-92bfdfe9e99b11,Jasprit Bumrah,Jasprit Bumrah,https://scores.iplt20.com/ipl/playerimages/7ID0MgCukM17112091009.png,https://scores.iplt20.com/ipl/playerimages/7ID0MgCukM17112091009.png,4.0,0,27,0,2,0,6.75,3,24,18,8,33.33,3.00,11,3,0,2,0,29.63,12.00,0,29.63,0.00
1411,1,17,2022-100mb00000001045-ff63138dd51a11,Akash Madhwal (RP),Akash Madhwal,https://scores.iplt20.com/ipl/playerimages/IwmjA0839y17112084651045.png,https://scores.iplt20.com/ipl/playerimages/IwmjA0839y17112084651045.png,3.0,0,37,0,0,0,12.33,4,18,14,4,22.22,4.50,7,1,0,4,2,75.68,3.00,0,43.24,32.43
1411,1,17,2019-100mb00000000192-f5e65e7b44b711,Shreyas Gopal,Shreyas Gopal,https://scores.iplt20.com/ipl/playerimages/oNTcAjcRmE1711208546192.png,https://scores.iplt20.com/ipl/playerimages/oNTcAjcRmE1711208546192.png,1.0,0,9,1,0,0,9.0,5,6,4,2,33.33,3.00,3,0,0,0,1,66.67,6.00,6.00,0.00,66.67
1411,1,17,2018-100mb00000000054-e3ebefa2050a11,Hardik Pandya,Hardik Pandya,https://scores.iplt20.com/ipl/playerimages/F6YZ6vemsO171120879054.png,https://scores.iplt20.com/ipl/playerimages/F6YZ6vemsO171120879054.png,3.0,0,43,2,2,0,14.33,6,18,14,6,33.33,3.00,3,2,0,4,3,79.07,2.57,9.00,37.21,41.86
1411,1,17,2019-100mb00000000371-481ee0be14fc11,Romario Shepherd,Romario Shepherd,https://scores.iplt20.com/ipl/playerimages/scujgVJ9B41711208751371.png,https://scores.iplt20.com/ipl/playerimages/scujgVJ9B41711208751371.png,2.0,0,33,0,0,0,16.5,7,12,10,2,16.67,6.00,3,1,0,4,2,84.85,2.00,0,48.48,36.36
1411,2,13,2020-100mb00000000539-04833b65639b11,Tushar Deshpande,Tushar Deshpande,https://scores.iplt20.com/ipl/playerimages/FrVWc2S2Nm1711007317539.png,https://scores.iplt20.com/ipl/playerimages/FrVWc2S2Nm1711007317539.png,4.0,0,29,1,0,0,7.25,1,24,15,9,37.50,2.67,11,0,0,3,1,62.07,6.00,24.00,41.38,20.69
1411,2,13,2019-100mb00000000258-e46e7f697acb11,Mustafizur Rahman,Mustafizur Rahman,https://scores.iplt20.com/ipl/playerimages/q4cdVvsO361711105817258.png,https://scores.iplt20.com/ipl/playerimages/q4cdVvsO361711105817258.png,4.0,0,55,1,3,0,13.75,2,24,22,5,20.83,4.80,10,1,0,4,4,72.73,3.00,24.00,29.09,43.64
1411,2,13,2019-100mb00000000105-4c526de743fe11,Shardul Thakur,Shardul Thakur,https://scores.iplt20.com/ipl/playerimages/QUmhO2jShB1711007397105.png,https://scores.iplt20.com/ipl/playerimages/QUmhO2jShB1711007397105.png,4.0,0,35,0,0,0,8.75,3,24,15,9,37.50,2.67,9,1,0,3,2,68.57,4.80,0,34.29,34.29
1411,2,13,2018-100mb00000000046-06b5ba89f88b11,Ravindra Jadeja,Ravindra Jadeja,https://scores.iplt20.com/ipl/playerimages/NcCLI8nzgA171100732646.png,https://scores.iplt20.com/ipl/playerimages/NcCLI8nzgA171100732646.png,4.0,0,37,0,0,0,9.25,4,24,16,8,33.33,3.00,9,1,0,5,1,70.27,4.00,0,54.05,16.22
1411,2,13,2022-100mb00000001014-1f0cfb3dc17911,Matheesha Pathirana (IP),Matheesha Pathirana,https://scores.iplt20.com/ipl/playerimages/KJCZZ2GM6p17114657091014.png,https://scores.iplt20.com/ipl/playerimages/KJCZZ2GM6p17114657091014.png,4.0,0,28,4,1,0,7.0,5,24,13,12,50.00,2.00,6,2,0,4,0,57.14,6.00,6.00,57.14,0.00
1412,1,19,2023-100mb00000001941-9401571cc40411,Will Jacks,Will Jacks,https://scores.iplt20.com/ipl/playerimages/WrLlXY0okD17110080931941.png,https://scores.iplt20.com/ipl/playerimages/WrLlXY0okD17110080931941.png,3.0,0,32,0,1,0,10.67,1,18,14,5,27.78,3.60,8,1,0,2,2,62.50,4.50,0,25.00,37.50
1412,1,19,2021-100mb00000000574-27073d6f802311,Reece Topley,Reece Topley,https://scores.iplt20.com/ipl/playerimages/6PkRGja7rR1711009452574.png,https://scores.iplt20.com/ipl/playerimages/6PkRGja7rR1711009452574.png,4.0,0,68,1,2,0,17.0,2,24,23,3,12.50,8.00,8,2,0,6,5,79.41,2.18,24.00,35.29,44.12
1412,1,19,2022-100mb00000000978-bc824605a44611,Yash Dayal (RP),Yash Dayal,https://scores.iplt20.com/ipl/playerimages/TcWxpwQ09F1711009550978.png,https://scores.iplt20.com/ipl/playerimages/TcWxpwQ09F1711009550978.png,4.0,0,51,0,3,1,12.75,3,24,23,5,20.83,4.80,9,4,0,3,3,58.82,4.00,0,23.53,35.29
1412,1,19,2019-100mb00000000069-7aeb5c411e3711,Lockie Ferguson,Lockie Ferguson,https://scores.iplt20.com/ipl/playerimages/HS2i6ozC5Y171100952669.png,https://scores.iplt20.com/ipl/playerimages/HS2i6ozC5Y171100952669.png,4.0,0,52,2,0,0,13.0,4,24,16,8,33.33,3.00,8,0,0,2,6,84.62,3.00,12.00,15.38,69.23
1412,1,19,2023-100mb00000002034-c2959cc8d5eb11,Vyshak Vijaykumar,Vyshak Vijaykumar,https://scores.iplt20.com/ipl/playerimages/AUUpRARAmG17110081202034.png,https://scores.iplt20.com/ipl/playerimages/AUUpRARAmG17110081202034.png,4.0,0,64,0,2,0,16.0,5,24,24,2,8.33,12.00,10,2,0,6,4,75.00,2.40,0,37.50,37.50
1412,1,19,2019-100mb00000000184-117a285844b711,Mahipal Lomror,Mahipal Lomror,https://scores.iplt20.com/ipl/playerimages/BOdFMN0Fsy1711008079184.png,https://scores.iplt20.com/ipl/playerimages/BOdFMN0Fsy1711008079184.png,1.0,0,18,0,3,0,18.0,6,6,8,1,16.67,6.00,3,0,0,0,2,66.67,3.00,0,0.00,66.67
1412,2,20,2019-100mb00000000212-9df3a24d44bc11,Abhishek Sharma,Abhishek Sharma,https://scores.iplt20.com/ipl/playerimages/dQpGnjmPeu1711172702212.png,https://scores.iplt20.com/ipl/playerimages/dQpGnjmPeu1711172702212.png,1.0,0,10,0,0,0,10.0,1,6,4,2,33.33,3.00,2,0,0,2,0,80.00,3.00,0,80.00,0.00
1412,2,20,2018-100mb00000000015-3501d442e99c11,Bhuvneshwar Kumar,Bhuvneshwar Kumar,https://scores.iplt20.com/ipl/playerimages/dsql7EUu0c171117214215.png,https://scores.iplt20.com/ipl/playerimages/dsql7EUu0c171117214215.png,4.0,0,60,0,4,0,15.0,2,24,23,5,20.83,4.80,8,0,0,9,2,80.00,2.18,0,60.00,20.00
1412,2,20,2020-100mb00000000523-53bc4c09638b11,Shahbaz Ahmed,Shahbaz Ahmed,https://scores.iplt20.com/ipl/playerimages/yiujPw2PGz1711172768523.png,https://scores.iplt20.com/ipl/playerimages/yiujPw2PGz1711172768523.png,1.0,0,18,0,0,0,18.0,3,6,5,1,16.67,6.00,2,0,0,1,2,88.89,2.00,0,22.22,66.67
1412,2,20,2019-100mb00000000224-85b4cb8c44c011,T Natarajan,T Natarajan,https://scores.iplt20.com/ipl/playerimages/5QBp8S0tJv1711172340224.png,https://scores.iplt20.com/ipl/playerimages/5QBp8S0tJv1711172340224.png,4.0,0,47,1,4,0,11.75,4,24,22,6,25.00,4.00,9,4,0,2,3,55.32,4.80,24.00,17.02,38.30
1412,2,20,2018-100mb00000000033-d93110bbf88911,Pat Cummins,Pat Cummins,https://scores.iplt20.com/ipl/playerimages/nkEjJbcW10171117272233.png,https://scores.iplt20.com/ipl/playerimages/nkEjJbcW10171117272233.png,4.0,0,43,3,1,0,10.75,5,24,15,10,41.67,2.40,6,1,0,4,3,79.07,3.43,8.00,37.21,41.86
1412,2,20,2019-100mb00000000087-98d4e401342511,Mayank Markande (IP),Mayank Markande,https://scores.iplt20.com/ipl/playerimages/ETA1xk7nM9171117289187.png,https://scores.iplt20.com/ipl/playerimages/ETA1xk7nM9171117289187.png,4.0,0,46,2,3,0,11.5,6,24,22,5,20.83,4.80,13,1,0,1,4,60.87,4.80,12.00,8.70,52.17
1412,2,20,2019-100mb00000000180-1352e0b244b611,Jaydev Unadkat,Jaydev Unadkat,https://scores.iplt20.com/ipl/playerimages/P7qDx86J0V1711172166180.png,https://scores.iplt20.com/ipl/playerimages/P7qDx86J0V1711172166180.png,2.0,0,37,0,1,0,18.5,7,12,12,1,8.33,12.00,4,0,0,5,2,86.49,1.71,0,54.05,32.43
1413,1,14,2018-100mb00000000008-787fc4ece99b11,Khaleel Ahmed (RP),Khaleel Ahmed,https://scores.iplt20.com/ipl/playerimages/8fYU7gFN2517111714428.png,https://scores.iplt20.com/ipl/playerimages/8fYU7gFN2517111714428.png,4.0,1,18,1,1,0,4.5,1,24,9,16,66.67,1.50,5,0,0,3,0,66.67,8.00,24.00,66.67,0.00
1413,1,14,2018-100mb00000000050-4663b710f88b11,Ishant Sharma,Ishant Sharma,https://scores.iplt20.com/ipl/playerimages/Sjq3Umqtsz171117108450.png,https://scores.iplt20.com/ipl/playerimages/Sjq3Umqtsz171117108450.png,2.0,0,8,2,1,0,4.0,2,12,4,9,75.00,1.33,1,1,0,1,0,50.00,12.00,6.00,50.00,0.00
1413,1,14,2022-100mb00000001462-cbc59298427c11,Mukesh Kumar,Mukesh Kumar,https://scores.iplt20.com/ipl/playerimages/mtYoBn1aVp17111708761462.png,https://scores.iplt20.com/ipl/playerimages/mtYoBn1aVp17111708761462.png,2.3,0,14,3,1,2,5.6,3,15,9,9,60.00,1.67,3,2,0,1,0,28.57,15.00,5.00,28.57,0.00
1413,1,14,2018-100mb00000000014-227bc550e99c11,Kuldeep Yadav,Kuldeep Yadav,https://scores.iplt20.com/ipl/playerimages/7JPq8NqJBI171117132314.png,https://scores.iplt20.com/ipl/playerimages/7JPq8NqJBI171117132314.png,4.0,0,18,0,0,0,4.5,4,24,12,12,50.00,2.00,10,1,0,0,1,33.33,24.00,0,0.00,33.33
1413,1,14,2022-100mb00000001017-3e376712cc7911,Tristan Stubbs,Tristan Stubbs,https://scores.iplt20.com/ipl/playerimages/d5ZIhnRpGl17111707581017.png,https://scores.iplt20.com/ipl/playerimages/d5ZIhnRpGl17111707581017.png,1.0,0,11,2,1,0,11.0,5,6,4,3,50.00,2.00,0,1,0,2,0,72.73,3.00,3.00,72.73,0.00
1413,1,14,2019-100mb00000000110-79ae08f5449411,Axar Patel,Axar Patel,https://scores.iplt20.com/ipl/playerimages/rGfKDbGelA1711170804110.png,https://scores.iplt20.com/ipl/playerimages/rGfKDbGelA1711170804110.png,4.0,0,17,1,1,0,4.25,6,24,12,13,54.17,1.85,8,2,0,1,0,23.53,24.00,24.00,23.53,0.00
1413,2,35,2019-100mb00000000228-e226d3e1494611,Sandeep Warrier,Sandeep Warrier,https://scores.iplt20.com/ipl/playerimages/7fLsUds8q81711262859228.png,https://scores.iplt20.com/ipl/playerimages/7fLsUds8q81711262859228.png,3.0,0,40,2,0,0,13.33,1,18,10,8,44.44,2.25,2,1,0,3,4,90.00,2.57,9.00,30.00,60.00
1413,2,35,2023-100mb00000002518-9a5f0c5357b311,Spencer Johnson,Spencer Johnson,https://scores.iplt20.com/ipl/playerimages/81YMDUAVI517112629762518.png,https://scores.iplt20.com/ipl/playerimages/81YMDUAVI517112629762518.png,2.0,0,22,1,2,0,11.0,2,12,8,6,50.00,2.00,2,0,0,3,1,81.82,3.00,12.00,54.55,27.27
1413,2,35,2019-100mb00000000218-42d9d6f544bf11,Rashid Khan,Rashid Khan,https://scores.iplt20.com/ipl/playerimages/wka0wrWIzF1711262830218.png,https://scores.iplt20.com/ipl/playerimages/wka0wrWIzF1711262830218.png,2.0,0,12,1,0,0,6.0,3,12,6,6,50.00,2.00,4,1,0,0,1,50.00,12.00,12.00,0.00,50.00
1413,2,35,2022-100mb00000000975-56f6385ba44611,Noor Ahmad,Noor Ahmad,https://scores.iplt20.com/ipl/playerimages/LG0Noz0HPU1711263543975.png,https://scores.iplt20.com/ipl/playerimages/LG0Noz0HPU1711263543975.png,1.5,0,14,0,0,0,7.64,4,11,5,6,54.55,1.83,2,0,0,3,0,85.71,3.67,0,85.71,0.00
1414,1,18,2019-100mb00000000066-573f78a31e3711,Trent Boult,Trent Boult,https://scores.iplt20.com/ipl/playerimages/pc2CYOhYtu171256108666.png,https://scores.iplt20.com/ipl/playerimages/pc2CYOhYtu171256108666.png,4.0,0,31,1,0,0,7.75,1,24,13,11,45.83,2.18,5,3,0,5,0,64.52,4.80,24.00,64.52,0.00
1414,1,18,2019-100mb00000000109-5cc123ab449411,Avesh Khan,Avesh Khan,https://scores.iplt20.com/ipl/playerimages/00hiUS7jEY1712560869109.png,https://scores.iplt20.com/ipl/playerimages/00hiUS7jEY1712560869109.png,4.0,0,35,2,1,0,8.75,2,24,15,10,41.67,2.40,8,0,0,6,1,85.71,3.43,12.00,68.57,17.14
1414,1,18,2022-100mb00000001005-56564f7fa44f11,Kuldeep Sen (RP),Kuldeep Sen,https://scores.iplt20.com/ipl/playerimages/hz1O4UO9Sa17125608601005.png,https://scores.iplt20.com/ipl/playerimages/hz1O4UO9Sa17125608601005.png,4.0,0,46,2,2,0,11.5,3,24,18,8,33.33,3.00,8,0,0,7,2,86.96,2.67,12.00,60.87,26.09
1414,1,18,2018-100mb00000000010-b76159ade99b11,Yuzvendra Chahal,Yuzvendra Chahal,https://scores.iplt20.com/ipl/playerimages/wKN542FHls171256083810.png,https://scores.iplt20.com/ipl/playerimages/wKN542FHls171256083810.png,4.0,0,54,1,1,0,13.5,4,24,21,4,16.67,6.00,11,1,0,4,4,74.07,3.00,24.00,29.63,44.44
1414,1,18,2018-100mb00000000045-f658f1b6f88a11,Ravichandran Ashwin,Ravichandran Ashwin,https://scores.iplt20.com/ipl/playerimages/2yn4Q8a8Ht171256106045.png,https://scores.iplt20.com/ipl/playerimages/2yn4Q8a8Ht171256106045.png,4.0,0,49,0,5,0,12.25,5,24,21,8,33.33,3.00,8,2,0,5,2,65.31,3.43,0,40.82,24.49
